Country,Indicator,"Indicator Code",Period,DisaggregationId,Disaggregation,DatasourceId,"Data Source",MeasurementMethodId,"Measurement Method",Value
BOTSWANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.7
BOTSWANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,28.3
BOTSWANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,27.5
BOTSWANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,28.8
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",409
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",427
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",389
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",432
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",413
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",394
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",399
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",418
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",437
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",405
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",443
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",425
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",413
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",432
BOTSWANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",451
"BURKINA FASO","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,7.3
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,31.3
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,33.2
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,32.6
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.7
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.7
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.2
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.5
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.8
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.5
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,20.1
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.8
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21.9
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,19
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,20.9
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.1
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,25
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,23.6
"BURKINA FASO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,26.4
"BURKINA FASO","Availability of Cardiovascular diseases services",AFR0528,2019,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,93
"BURKINA FASO","availability of items for offering Cardiovascular diseases services",AFR0544,2018,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,30
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",293
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",271
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",282
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",292
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",271
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",281
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",291
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",271
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",281
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",291
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",272
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",281
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",282
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",292
"BURKINA FASO","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",273
BURUNDI,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,5.1
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,31.1
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.4
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21.6
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,29.2
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,27.3
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.6
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,20.9
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.9
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,113,"Female (35-39 years)",7,"Demographic Health Survey",1,Percentage,1.4
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,96,"Male (40-44 years)",7,"Demographic Health Survey",1,Percentage,1.2
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,95,"Male (35-39 years)",7,"Demographic Health Survey",1,Percentage,0.8
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,94,"Male (30-34 years)",7,"Demographic Health Survey",1,Percentage,0.1
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,93,"Male (25-29 years)",7,"Demographic Health Survey",1,Percentage,0.4
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,92,"Male (20-24 years)",7,"Demographic Health Survey",1,Percentage,0
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,91,"Male ((15-19 years)",7,"Demographic Health Survey",1,Percentage,0
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,114,"Female (40-44 years)",7,"Demographic Health Survey",1,Percentage,1.5
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,97,"Male (45-49 years)",7,"Demographic Health Survey",1,Percentage,0.6
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,115,"Female (45-49 years)",7,"Demographic Health Survey",1,Percentage,1.1
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,109,"Female (15-19 years)",7,"Demographic Health Survey",1,Percentage,0.1
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,110,"Female (20-24 years)",7,"Demographic Health Survey",1,Percentage,0.3
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,111,"Female (25-29 years)",7,"Demographic Health Survey",1,Percentage,0.4
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,112,"Female (30-34 years)",7,"Demographic Health Survey",1,Percentage,0.6
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.3
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.1
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,20.2
BURUNDI,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.5
